,0,0,0
4462,2018-05-11T14:10:28.98,hexenring,I no1LEWD no1LEWD
4463,2018-05-11T14:10:29.15,winstonpei,gachiGASM
4464,2018-05-11T14:10:29.16,tastytango,gachiGASM
4465,2018-05-11T14:10:29.7,eZ_BFT,D:
4466,2018-05-11T14:10:29.74,Goblin_GOON,Got emm
4467,2018-05-11T14:10:29.90,AstronautKD,Kreygasm
4468,2018-05-11T14:10:29.98,RandomRay,LUL
4469,2018-05-11T14:10:30.27,juzapudge,gachiGASM
4470,2018-05-11T14:10:30.36,justserge,LUL
4471,2018-05-11T14:10:31.73,DonPopcorn,forsenT cant see
4472,2018-05-11T14:10:31.80,Chapterhousev,FailFish
4473,2018-05-11T14:10:32.95,Anaakii,Wait when did Amaz become a hot girl?
4474,2018-05-11T14:10:33.11,pathetic_appl3,DansGame
4475,2018-05-11T14:10:33.11,Kap0wl,omegalul
4476,2018-05-11T14:10:33.24,sadandlucky,kolentoLUL kolentoLUL kolentoLUL
4477,2018-05-11T14:10:33.26,Heimingheha_,POGGERS
4478,2018-05-11T14:10:33.42,Grav3digg3rfor3v3r,DO IT AGAIN
4479,2018-05-11T14:10:33.79,dont_underuse_monkas,"FeelsBadMan sorry @AmazHS , but I had to report you FeelsBadMan"
4480,2018-05-11T14:10:34.0,Simsmac,Jebaited Jebaited Jebaited Jebaited
4481,2018-05-11T14:10:34.41,notmrbeast6000btw,GRILL STREAM
4482,2018-05-11T14:10:35.22,NikitaSovkov,Ahaha
4483,2018-05-11T14:10:35.37,Dondaweed,Pure Sex Kreygasm
4484,2018-05-11T14:10:35.52,moody10k,@AmazHS can u do an ASMR
4485,2018-05-11T14:10:35.87,Sir_solaire ,so much love
4486,2018-05-11T14:10:37.31,raiden_pad,clip it
4487,2018-05-11T14:10:37.34,KreimTime,haha :D
4488,2018-05-11T14:10:37.49,Yavuzshnts,IT IS SO FUNNY xD
4489,2018-05-11T14:10:37.96,utatane3,MercyWing1 SMOrc MercyWing2
4490,2018-05-11T14:10:38.91,ScoutGD,"Hey you, yes YOUmonkaStare"
4491,2018-05-11T14:10:38.99,pathetic_appl3,GO BACK DansGame
4492,2018-05-11T14:10:39.40,Janonlol,DansGame
4493,2018-05-11T14:10:39.41,aw_l,SAVE IT
4494,2018-05-11T14:10:39.55,Dragoniak4,concede PogChamp
4495,2018-05-11T14:10:40.71,Omnislider09,CANT C
4496,2018-05-11T14:10:40.73,kumokochan,Camgirl
4497,2018-05-11T14:10:41.06,FlyzGG3510,Best Stream
4498,2018-05-11T14:10:41.33,exousia10,@AmazHS why is that murloc called Billy?
4499,2018-05-11T14:10:41.47,Jitakanmaut,DansGame WHAT
4500,2018-05-11T14:10:41.51,met1911,DO PULL UPS POGGERS
4501,2018-05-11T14:10:41.62,venomosh,DansGame WTF
4502,2018-05-11T14:10:41.81,lasersoup,LUL
4503,2018-05-11T14:10:42.12,Edmarion,WutFace
4504,2018-05-11T14:10:42.26,Muchocowbell,Great troll
4505,2018-05-11T14:10:42.51,Artoria0202,i can't see
4506,2018-05-11T14:10:42.52,Edward_00,amaz I'm nearsighted BibleThump
4507,2018-05-11T14:10:44.19,FalcoaL,oh yeah Kreygasm KappaPride
4508,2018-05-11T14:10:44.35,Tripphammer,SAVAGE
4509,2018-05-11T14:10:44.76,leewy322,I’m gonna have to report you lol
4510,2018-05-11T14:10:45.18,Sakyiori,@amazhs dont look behind you
4511,2018-05-11T14:10:47.55,cat_became_hungry,RUINED lirikRE
4512,2018-05-11T14:10:48.10,venomosh,DansGame I WAS CUMMING
4513,2018-05-11T14:10:48.14,Raxamaras,SHOW UR BOOBS
4514,2018-05-11T14:10:48.80,Dragoniak4,DansGame CANT SEE NOW WTF
4515,2018-05-11T14:10:49.45,joshy_boy,go back DansGame DansGame
4516,2018-05-11T14:10:50.00,Joseito07,@amazhs we can see the dildos in your room <3 PogChamp LUL
4517,2018-05-11T14:10:50.01,kckc520,go back！
4518,2018-05-11T14:10:50.12,Kalitaris,@dont_underuse_monkas monkaS
4519,2018-05-11T14:10:50.8,rabiet98,too big now NotLikeThis NotLikeThis NotLikeThis
4520,2018-05-11T14:10:50.89,Lobelis,@AmazHS your glass doesnt have lens right? @AmazHS
4521,2018-05-11T14:10:51.79,pathetic_appl3,RUINED DansGame
4522,2018-05-11T14:10:52.41,catzket,@AmazHS DO PULL UPS POGGERS
4523,2018-05-11T14:10:52.90,Heimingheha_,OMEGALUL
4524,2018-05-11T14:10:53.12,地屎,GO BACK DansGame
4525,2018-05-11T14:10:53.40,Namomo21,wantgeojrhgteiuortgh meicag
4526,2018-05-11T14:10:55.40,ScoutGD,"Hey you, yes YOU monkaStare"
4527,2018-05-11T14:10:56.75,Namomo21,hello amaz VoHiYo
4528,2018-05-11T14:10:59.3,chuamic2,LUL
4529,2018-05-11T14:11:00.53,Tim8474,@amazhs where is the token purchase link LUL
4530,2018-05-11T14:11:00.61,Jitakanmaut,WHY SWITCH WHILE IM FAPPING DansGame
4531,2018-05-11T14:11:01.59,OxidusMagicus,messy shelves
4532,2018-05-11T14:11:02.09,WordsasFists,@AmazHS Boycam streamer Kreygasm
4533,2018-05-11T14:11:03.06,illusion_of_time,@AmazHS who is that guy behind you?
4534,2018-05-11T14:11:05.24,Yavuzshnts,DansGame I WAS FUCKING CUMMING
4535,2018-05-11T14:11:08.98,Defell,me? monkaStare
4536,2018-05-11T14:11:10.29,OdinTW,SHOW BOBS Kreygasm
4537,2018-05-11T14:11:11.33,vincent_arab,@Christian_HS send clip pls FeelsGoodMan
4538,2018-05-11T14:11:12.05,rsdidd,don't go back WutFace
4539,2018-05-11T14:11:12.53,and_steven,WHAT WAS THAT WutFace
4540,2018-05-11T14:11:12.69,Enemy_Controller,MercyWing1 🚬 MercyWing2
4541,2018-05-11T14:11:15.78,yunikani,@amazhs what about roomtour?
4542,2018-05-11T14:11:19.93,prozacco,@Yavuzshnts too slow!
4543,2018-05-11T14:11:20.37,venomosh,gachiGASm
4544,2018-05-11T14:11:20.97,faaappp,pinch of death cap 😡
4545,2018-05-11T14:11:21.43,regulardotaguy,@AmazHS please giff pull-up stream POGGERS
4546,2018-05-11T14:11:22.41,DreadWorm,OMEGALUL
4547,2018-05-11T14:11:25.00,gachiBASS_Clap,MercyWing1 gachiGASM MercyWing2
4548,2018-05-11T14:11:25.12,Dragoniak4,FAP RUINED DansGame
4549,2018-05-11T14:11:26.13,Larwood,@AmazHS when are you doing a workout stream? Kreygasm
4550,2018-05-11T14:11:31.34,Edmarion,LUL
4551,2018-05-11T14:11:34.34,M0aningLisa,amazGasm amazGasm amazGasm
4552,2018-05-11T14:11:34.3,Dozzki,B OMEGALUL I
4553,2018-05-11T14:11:34.8,OhTroq,LuL
4554,2018-05-11T14:11:35.53,Heimingheha_,@Christian_HS Send clip pls FeelsGoodMan
4555,2018-05-11T14:11:35.95,Nacrolai,gachiGASM
4556,2018-05-11T14:11:37.96,venomosh,BOI CAMS gachiGASN
4557,2018-05-11T14:11:38.42,TastyD,bois
4558,2018-05-11T14:11:38.5,Janonlol,gachiGASM
4559,2018-05-11T14:11:39.59,Kel_Ebek,boy TTours
4560,2018-05-11T14:11:40.1,errathik,Cumboys Kappa
4561,2018-05-11T14:11:40.93,Dragoniak4,gachiGASM boi
4562,2018-05-11T14:11:41.17,farmer1877,boi
4563,2018-05-11T14:11:42.85,Alienheart,twinkcam
4564,2018-05-11T14:11:43.35,Yavuzshnts,forsenGASM
4565,2018-05-11T14:11:44.16,ARLOdwebb,KappaPride
4566,2018-05-11T14:11:44.66,Se7en_Sinner,BOI GOWKratos
4567,2018-05-11T14:11:45.69,FragRanger,@AmazHS how many tokens for a weasel impersonation?
4568,2018-05-11T14:11:45.7,geezowlkat,Cam boy gachiBASS
4569,2018-05-11T14:11:45.73,DreadWorm,B OMEGALUL I
4570,2018-05-11T14:11:45.79,Eyulf,amazGasm
4571,2018-05-11T14:11:45.98,vermilion_zhu,KappaPride
4572,2018-05-11T14:11:46.88,Christian_HS,https://clips.twitch.tv/FunnyPiliablePizzaWoofer
4573,2018-05-11T14:11:49.97,Survivors125,KappaPride I knew it
4574,2018-05-11T14:11:50.32,hegevik94,KappaPride
4575,2018-05-11T14:11:50.53,Yli_jumala,monkaS
4576,2018-05-11T14:11:55.13,faaappp,@FragRanger Kreygasm
4577,2018-05-11T14:11:56.58,rsdidd,"Larwood, would look like asmongolds workout stream 4Head"
4578,2018-05-11T14:11:57.61,チョマ,gachiGASM
4579,2018-05-11T14:11:58.66,ScoutGD,monkaSTARE
4580,2018-05-11T14:12:00.11,Yavuzshnts,YOU WOULD BE A NICE CAMBOY ;)
4581,2018-05-11T14:12:01.3,RLHeyoo,SMOrc
4582,2018-05-11T14:12:02.29,guessed_right_trigger,SMOrc ugh
4583,2018-05-11T14:12:02.35,geezowlkat,Cam boy gachiGASM
4584,2018-05-11T14:12:04.03,Jitakanmaut,gachiGASM
4585,2018-05-11T14:12:04.37,kevandaweeb,4Head
4586,2018-05-11T14:12:05.10,奧爾銀牌123,gachiGASM
4587,2018-05-11T14:12:05.63,Exolve,GOWAtreus cam
4588,2018-05-11T14:12:07.24,gachiBASS_Clap,MercyWing1 gachiGASM MercyWing2
4589,2018-05-11T14:12:08.82,boxboxurgood,SMOrc SMOrc
4590,2018-05-11T14:12:08.96,errathik,KappaPride
4591,2018-05-11T14:12:09.20,ScoutGD,monkaStare
4592,2018-05-11T14:12:09.23,folder___,MISSED 4 DAMAGE SMOrc
4593,2018-05-11T14:12:09.85,Yli_jumala,gachiGASM
4594,2018-05-11T14:12:10.30,OdinTW,tpKaibasurp
4595,2018-05-11T14:12:11.75,catzket,gachiGASM
4596,2018-05-11T14:12:1,venomosh,gachiGASM
4597,2018-05-11T14:12:12.37,DonPopcorn,amazBASS
4598,2018-05-11T14:12:13.07,TastyD,go take a look at /r/bois/
4599,2018-05-11T14:12:13.93,Simsmac,GOWKratos BOI
4600,2018-05-11T14:12:15.29,Se7en_Sinner,that's my fetish
4601,2018-05-11T14:12:15.38,Dragoniak4,amazBASS
4602,2018-05-11T14:12:15.47,wt5n,KappaPride
4603,2018-05-11T14:12:15.96,Dozzki,gachiGASM
4604,2018-05-11T14:12:16.19,kylessn,amaz12 amaz12 amaz12
4605,2018-05-11T14:12:16.79,ElpisSpes,gachiGASM
4606,2018-05-11T14:12:17.78,polobal,gachiGASM fuck yes
4607,2018-05-11T14:12:17.88,HA7EFUL,amazBASS
4608,2018-05-11T14:12:18.82,Yvan_,gachiGASM
4609,2018-05-11T14:12:18.91,Darklydrift,POGGERS wezel
4610,2018-05-11T14:12:19.28,Raxamaras,all over screen zulul
4611,2018-05-11T14:12:20.95,venomosh,300 TOKENS gachiGASM
4612,2018-05-11T14:12:21.26,Skaayzer,amazBASS
4613,2018-05-11T14:12:21.97,LeoAkira,amazBASS
4614,2018-05-11T14:12:22.03,catzket,HE IS GONNA DO IT POGGERS
4615,2018-05-11T14:12:22.2,God_Rekt,WOAH gachiGASM
4616,2018-05-11T14:12:22.23,ESPower,gachiGASM
4617,2018-05-11T14:12:22.34,aw_l,gachiGASM
4618,2018-05-11T14:12:22.40,Reykkon,KappaPride
4619,2018-05-11T14:12:22.58,bamgamble,@Holy @moses @this @new @feature @is @so @annoying@I @hope @they @will @revert @it
4620,2018-05-11T14:12:23.42,wellwornfrown,@AmazHS why not 8/8 into 4/4 and heal up the 8/8?
4621,2018-05-11T14:12:23.90,faaappp,gachiGASM
4622,2018-05-11T14:12:25.32,dizzysheep1,COME HERE BOI KappaPride
4623,2018-05-11T14:12:25.,bernardtcx,Kappa
4624,2018-05-11T14:12:27.43,Edmarion,gachiGASM
4625,2018-05-11T14:12:30.05,crunchybanana,So 0?? @amazhs
4626,2018-05-11T14:12:31.6,aaronthompson1,ugly
4627,2018-05-11T14:12:32.86,God_Rekt,LUL
4628,2018-05-11T14:12:35.24,Rarphy,lul
4629,2018-05-11T14:12:42.5,ScoutGD,"Hey you, yes YOU monkaStare"
4630,2018-05-11T14:12:44.06,ScoutGD,Fix your posture monkaStare
4631,2018-05-11T14:12:45.87,thewildlapras131,@why @twitch
4632,2018-05-11T14:12:51.57,BenkeMan,@AmazHS You need a weasel sound for dono/sub/bit sound. amazHypers amazHypers
4633,2018-05-11T14:12:51.73,venomosh,monkaS
4634,2018-05-11T14:12:52.53,ShootingStarHS,@what @are @you @talking @about
4635,2018-05-11T14:12:53.50,catzket,monkaStare
4636,2018-05-11T14:12:59.99,Christian_HS,monkaStare I'm the master here!
4637,2018-05-11T14:13:04.21,Kel_Ebek,SMOrc Clap
4638,2018-05-11T14:13:05.00,hegevik94,Where are the boobs???
4639,2018-05-11T14:13:05.14,Turias,@what @is @happening
4640,2018-05-11T14:13:06.00,チョマ,SMOrc IKR
4641,2018-05-11T14:13:06.93,God_Rekt,true SMOrc
4642,2018-05-11T14:13:08.93,Seafood4U,SMOrc Clap
4643,2018-05-11T14:13:09.60,Dozzki,SMOrc Clap
4644,2018-05-11T14:13:11.18,Edmarion,SMOrc
4645,2018-05-11T14:13:11.43,illusion_of_time,SMOrc makes sense
4646,2018-05-11T14:13:11.63,Dragoniak4,SMOrc right
4647,2018-05-11T14:13:11.7,Christian_HS,SMOrc
4648,2018-05-11T14:13:12.82,fazerdoo,Amaz are you going to play to artifact ? PogChamp
4649,2018-05-11T14:13:15.31,Herculesxxl,SMOrc
4650,2018-05-11T14:13:18.13,God_Rekt,TRUE MASTER SMOrc Clap
4651,2018-05-11T14:13:22.72,Larwood,so smart SMOrc
4652,2018-05-11T14:13:23.57,PixelSentry,monkaStare being racist on the internet again? whats the point? monkaStare
4653,2018-05-11T14:13:24.49,Thesl1mj1m,FortOne amazHypers
4654,2018-05-11T14:13:25.62,tenfajnyja,@nowyouthinkthatimwritingtoyoudontyou ?
4655,2018-05-11T14:13:27.12,entsyymi,@jesus @christ
4656,2018-05-11T14:13:32.1,Lobelis,@this @is @very @annoying
4657,2018-05-11T14:13:32.,HaiImRea,@im @so @gay @lol
4658,2018-05-11T14:13:32.7,HA7EFUL,@you @make @me @cringe @talking @like @this
4659,2018-05-11T14:13:38.54,kevandaweeb,WutFace
4660,2018-05-11T14:13:38.8,prozacco,SMOrc
4661,2018-05-11T14:13:39.25,iconoplastic,missed hero power
4662,2018-05-11T14:13:41.15,thewildlapras131,@WutFace
4663,2018-05-11T14:13:41.31,Chidory994,@amazhs missed heropower
4664,2018-05-11T14:13:42.49,Talynpl,??? guys monkaStare
4665,2018-05-11T14:13:47.03,Lobelis,@@@@@@@@@@@@
4666,2018-05-11T14:13:48.16,lightshad3z,ghost tag spam DansGame
4667,2018-05-11T14:13:48.57,Christian_HS,amazGasm
4668,2018-05-11T14:13:49.03,Yavuzshnts,@shutthefuckup:)
4669,2018-05-11T14:13:50.13,LaylMH,amaz12 amaz12 amaz12 amaz12 amaz12 amaz12
4670,2018-05-11T14:13:52.04,PACEFALMAU,ARTIFACT Kreygasm
4671,2018-05-11T14:13:54.41,Dragoniak4,@L @U @L
4672,2018-05-11T14:13:54.56,SebiMk,ResidentSleeper go away
4673,2018-05-11T14:13:55.24,God_Rekt,nice son @AmazHS GabeN Clap
4674,2018-05-11T14:13:55.28,notmrbeast6000btw,GO AWAY
4675,2018-05-11T14:13:55.64,Zanlo63,Artifact POGGERS
4676,2018-05-11T14:13:56.64,OdinTW,THIKC
4677,2018-05-11T14:13:56.96,htranquilin1,T H I C C
4678,2018-05-11T14:13:58.67,faaappp,gachIGASM
4679,2018-05-11T14:14:00.32,kckc520,dick
4680,2018-05-11T14:14:00.43,panttiantti,!quote
4681,2018-05-11T14:14:00.71,AmazQuotes,"""Give me something big, something huge."" - Amaz, 2017"
4682,2018-05-11T14:14:03.54,Cissahx,THICC DRAGON
4683,2018-05-11T14:14:04.09,BeethovenV,@T H I C C
4684,2018-05-11T14:14:04.65,Maloggs,6-1
4685,2018-05-11T14:14:05.86,Opossumhood,T H I C C
4686,2018-05-11T14:14:07.28,FuZzY1204,D: HYS
4687,2018-05-11T14:14:07.30,YuuuSama,@amaz @is @gay
4688,2018-05-11T14:14:07.49,Lobelis,@T @H @I @C @cat_became_hungry
4689,2018-05-11T14:14:09.04,チョマ,@AlleyKatastic POGGERS
4690,2018-05-11T14:14:10.29,dont_underuse_monkas,W OMEGALUL W
4691,2018-05-11T14:14:10.55,notbadm,amaz3
4692,2018-05-11T14:14:11.28,Gnoomgus,GG FeelsBadMan
4693,2018-05-11T14:14:11.3,mickwok,T H I C C
4694,2018-05-11T14:14:13.18,Christian_HS,mods ban spammers :)
4695,2018-05-11T14:14:13.63,Talynpl,@AlleyKatastic amaz3
4696,2018-05-11T14:14:13.94,and_steven,???
4697,2018-05-11T14:14:16.12,hexenring,!uptime
4698,2018-05-11T14:14:16.24,StreamElements,"@hexenring, amazhs has been streaming for 1 hour 14 mins"
4699,2018-05-11T14:14:16.94,チョマ,@AlleyKatastic Hey there amaz3
4700,2018-05-11T14:14:16.96,eroburninrom,dead
4701,2018-05-11T14:14:18.12,GravityTrash,savixIgnoreMeEveryTime Clap
4702,2018-05-11T14:14:19.04,kerel321,6-1
4703,2018-05-11T14:14:19.87,blue_fire,10 mana do nothing LUL
4704,2018-05-11T14:14:20.85,LaylMH,amazWut
4705,2018-05-11T14:14:21.40,xoc000,Turn 10 pass OMEGALUL
4706,2018-05-11T14:14:21.80,dont_underuse_monkas,FeelsBadMan
4707,2018-05-11T14:14:23.38,Lobelis,@LOL
4708,2018-05-11T14:14:23.54,Chidory994,missed heropower
4709,2018-05-11T14:14:24.31,God_Rekt,LUL
4710,2018-05-11T14:14:24.67,チョマ,amazRee
4711,2018-05-11T14:14:26.43,venomosh,@STOP_IT_CHAT
4712,2018-05-11T14:14:26.62,OdinTW,sodaREE
4713,2018-05-11T14:14:26.96,Christian_HS,@AlleyKatastic amazWeeb /
4714,2018-05-11T14:14:27.38,iconoplastic,!scamazpoint
4715,2018-05-11T14:14:28.11,OhTroq,🔭 forsen1 bajs?
4716,2018-05-11T14:14:28.30,hexenring,!quote
4717,2018-05-11T14:14:28.58,AmazQuotes,"""A secret that's not a secret is not a secret."" - Amaz, 2017"
4718,2018-05-11T14:14:28.62,lightshad3z,REEEE sub
4719,2018-05-11T14:14:29.71,aw_l,"amazhs clean your glasses, they're dirty"
4720,2018-05-11T14:14:30.04,yiaramis,BETRAYAL WORSE
4721,2018-05-11T14:14:31.72,hegevik94,He just took an extra turn
4722,2018-05-11T14:14:32.99,Gryphos7,trading LUL
4723,2018-05-11T14:14:34.07,PureAmove,WutFace
4724,2018-05-11T14:14:34.39,Thomas0250,rooREE
4725,2018-05-11T14:14:34.52,ShootingStarHS,!quote
4726,2018-05-11T14:14:35.02,Lobelis,@this @is @stupid
4727,2018-05-11T14:14:35.0,notbadm,forsen1
4728,2018-05-11T14:14:35.76,jamboni00,forsen1
4729,2018-05-11T14:14:35.97,iconoplastic,!scamazpoints
4730,2018-05-11T14:14:36.11,StreamElements,FeelsBadMan iconoplastic was scammed and has no more Amaz Points FeelsBadMan
4731,2018-05-11T14:14:36.20,Dragoniak4,REEEEEEEEEE 😡
4732,2018-05-11T14:14:38.07,tastytango,rooREE
4733,2018-05-11T14:14:39.29,게럴,WRYYYYYY
4734,2018-05-11T14:14:39.47,Nat1um,danRE danRE
4735,2018-05-11T14:14:39.64,fatherpucci1,forsen1
4736,2018-05-11T14:14:40.0,LaylMH,Amaz u missed my twitch prime sub :’(
4737,2018-05-11T14:14:40.58,henekkasinikka,lirikRE
4738,2018-05-11T14:14:42.22,Meothar,forsen1
4739,2018-05-11T14:14:44.12,and_steven,is this ricky?
4740,2018-05-11T14:14:44.29,SgtSMOrc,nanRage
4741,2018-05-11T14:14:44.66,QUOTE_ME_IF_KRIPP_SALTY,forsen1
4742,2018-05-11T14:14:45.13,nanch0,forsen3 forsen4 kiss me chat
4743,2018-05-11T14:14:45.56,MagBeers,@reeeeeeee
4744,2018-05-11T14:14:47.77,nrunsten,!amazpoints
4745,2018-05-11T14:14:47.88,StreamElements,nrunsten has 19768 Amaz Points!
4746,2018-05-11T14:14:48.88,milezz_hs,why do u ever trade? SMOrc
4747,2018-05-11T14:14:51.62,Christian_HS,thijsRNG thijsRNG thijsRNG thijsRNG thijsRNG thijsRNG thijsRNG thijsRNG thijsRNG thijsRNG thijsRNG thijsRNG
4748,2018-05-11T14:14:52.88,OhTroq,forsen1 forsen2
4749,2018-05-11T14:14:52.98,gsj88231,ultralul incoming
4750,2018-05-11T14:14:53.69,チョマ,D:
4751,2018-05-11T14:14:54.45,Meothar,forsen3 forsen4
4752,2018-05-11T14:14:56.0,venomosh,ONE THAI MingLe
4753,2018-05-11T14:14:56.53,God_Rekt,AMAZ IGNORE ME AND I GOT SCAM EVERYTIME Kappa
4754,2018-05-11T14:14:56.80,Sprite_Knight,Mods ban Forsen subs :)
4755,2018-05-11T14:14:57.49,havocpls,lirikRE lirikRE lirikRE
4756,2018-05-11T14:14:58.01,LaylMH,BibleThump
4757,2018-05-11T14:14:58.39,Christian_HS,FeelsBadMan
4758,2018-05-11T14:15:00.18,Dragoniak4,D:
4759,2018-05-11T14:15:02.60,nanch0,forsen1 forsen2
4760,2018-05-11T14:15:04.15,tenfajnyja,@TriHard
4761,2018-05-11T14:15:04.6,fluffybuttttt,D: F
4762,2018-05-11T14:15:05.70,sola1re,forsen1 forsen3 forsen4 forsen2
4763,2018-05-11T14:15:05.80,Rarphy,@LUL @LUL @LUL
4764,2018-05-11T14:15:06.54,and_steven,ORDER LUL
4765,2018-05-11T14:15:06.85,cat_became_hungry,lirikRE REEEEE danRE
4766,2018-05-11T14:15:08.65,Christian_HS,GG FeelsBadMan
4767,2018-05-11T14:15:09.29,zeroxmn,@AmazHS sniper alert!!!!
4768,2018-05-11T14:15:09.90,QUOTE_ME_IF_KRIPP_SALTY,order forsenKek
4769,2018-05-11T14:15:10.16,Ohh_let_it_be,F
4770,2018-05-11T14:15:11.55,Dragoniak4,F word D:
4771,2018-05-11T14:15:11.77,tony1340464,LUL
4772,2018-05-11T14:15:12.04,Zanlo63,dogdogW3
4773,2018-05-11T14:15:12.24,nanch0,forsen3 forsen4
4774,2018-05-11T14:15:13.25,OhTroq,forsen3 forsen4
4775,2018-05-11T14:15:13.90,Lobelis,@heylookatme_mom
4776,2018-05-11T14:15:15.56,regulardotaguy,ORDER LUL
4777,2018-05-11T14:15:15.63,lawvip,DED
4778,2018-05-11T14:15:16.07,Doeniel,cmonBruh
4779,2018-05-11T14:15:16.61,Felblade,ppHop
4780,2018-05-11T14:15:17.30,dont_underuse_monkas,Dad?
4781,2018-05-11T14:15:17.3,HA7EFUL,ANELE Clap
4782,2018-05-11T14:15:18.85,Yahyan,ANELE Clap
4783,2018-05-11T14:15:19.00,God_Rekt,GG LUL
4784,2018-05-11T14:15:19.40,sete_plays,GG
4785,2018-05-11T14:15:19.69,venomosh,BrokeBack
4786,2018-05-11T14:15:20.57,cgtwitchi,nic3 order fool
4787,2018-05-11T14:15:21.15,GravityTrash,ANELE Clap
4788,2018-05-11T14:15:21.84,notbadm,tier 2 sub amazO
4789,2018-05-11T14:15:24.14,htranquilin1,1 OFF
4790,2018-05-11T14:15:24.32,Christian_HS,amaz1
4791,2018-05-11T14:15:26.89,Herculesxxl,1 off
4792,2018-05-11T14:15:32.63,vizardthief,GG I WAS THE OGRE :)
4793,2018-05-11T14:15:33.6,Alienheart,DEAD
4794,2018-05-11T14:15:33.98,Scott__D,amazS amazS amazS amazS amazDerp
4795,2018-05-11T14:15:34.29,venomosh,1 OFF monkaS
4796,2018-05-11T14:15:34.6,Dragoniak4,1 off monkaStare
4797,2018-05-11T14:15:37.14,kevandaweeb,amaz1
4798,2018-05-11T14:15:39.74,folder___,LEGS gachiGASM
4799,2018-05-11T14:15:39.83,Charrels,MOONFIRE
4800,2018-05-11T14:15:41.09,Mvap117,amaz1
4801,2018-05-11T14:15:41.54,Kel_Ebek,monkaS 👉 :amaz1:
4802,2018-05-11T14:15:41.94,lightshad3z,moonfire
4803,2018-05-11T14:15:42.49,venomosh,OMEGALUL INC
4804,2018-05-11T14:15:44.1,notbadm,forsenS amaz1
4805,2018-05-11T14:15:45.24,Kel_Ebek,amaz1
4806,2018-05-11T14:15:47.53,ShootingStarHS,@hi@everyone
4807,2018-05-11T14:15:48.60,and_steven,amaz1
4808,2018-05-11T14:15:48.90,UJgamma,monkaS
4809,2018-05-11T14:15:49.08,hexenring,amazS amazS
4810,2018-05-11T14:15:51.98,Midv4lley,monkaS
4811,2018-05-11T14:15:55.41,IHSV420,dead
4812,2018-05-11T14:15:56.15,Lobelis,@6-3
4813,2018-05-11T14:15:56.39,Kel_Ebek,monkaS 👉 amaz1
4814,2018-05-11T14:15:58.5,BeethovenV,S N I P E R
4815,2018-05-11T14:15:58.83,milezz_hs,not going face would be so stupid
4816,2018-05-11T14:15:58.91,Christian_HS,WutFace 👉 amaz1
4817,2018-05-11T14:15:59.78,Timateslaa,Show ya legs girl KappaPride MercyWing2
4818,2018-05-11T14:16:01.10,and_steven,monka1
4819,2018-05-11T14:16:01.32,dont_underuse_monkas,monka amaz1
4820,2018-05-11T14:16:01.95,chimaera1805,monka1
4821,2018-05-11T14:16:02.75,dianamonhoe,monkaS
4822,2018-05-11T14:16:03.63,wellwornfrown,amaz1 amaz1 amaz1 amazDerp
4823,2018-05-11T14:16:04.28,micky199797,monka1 monkaS
4824,2018-05-11T14:16:04.36,SgtSMOrc,monka1
4825,2018-05-11T14:16:04.82,VanGuard_024,monka1
4826,2018-05-11T14:16:05.38,nortca,monka1
4827,2018-05-11T14:16:05.99,altmars,monka1
4828,2018-05-11T14:16:06.57,Dragoniak4,monkaS 1
4829,2018-05-11T14:16:07.23,geezowlkat,fosenV1
4830,2018-05-11T14:16:09.07,Christian_HS,thijsRNG thijsRNG thijsRNG
4831,2018-05-11T14:16:09.56,OdinTW,monka2
4832,2018-05-11T14:16:10.40,God_Rekt,RENO Kappa
4833,2018-05-11T14:16:10.48,Anddursia,gachiGASM
4834,2018-05-11T14:16:10.63,OffBeatOddity,amazBASS
4835,2018-05-11T14:16:10.68,Yli_jumala,gachiGASM
4836,2018-05-11T14:16:10.90,1baddayfrombeingme,amazBASS
4837,2018-05-11T14:16:11.20,LugiaBF,monka1
4838,2018-05-11T14:16:11.25,LaylMH,Do prime subs not appear at the top of the screen ?
4839,2018-05-11T14:16:11.90,Gnoomgus,monkaS monka1
4840,2018-05-11T14:16:13.39,xoc000,Concede
4841,2018-05-11T14:16:13.60,kawai2342006,monka1
4842,2018-05-11T14:16:14.13,hexenring,amaz1 amaz1
4843,2018-05-11T14:16:15.58,geezowlkat,forsenV1
4844,2018-05-11T14:16:16.11,epicdudeguyman,nothing PepeHands
4845,2018-05-11T14:16:16.4,OffBeatOddity,amazBASS Clap So Sticky
4846,2018-05-11T14:16:16.64,Ebolasvagyok,monka3
4847,2018-05-11T14:16:17.72,LaylMH,amaz1 amaz1 amaz1 amaz1
4848,2018-05-11T14:16:19.88,MitrofanLUL,enable monka1 pls
4849,2018-05-11T14:16:20.08,epicdudeguyman,gachiGASM amazBASS
4850,2018-05-11T14:16:20.29,I_Feel_Ur_Pain,Bottom right Kappa
4851,2018-05-11T14:16:20.69,OhTroq,forsen3 forsen4 kiss me
4852,2018-05-11T14:16:20.72,and_steven,POGGERS
4853,2018-05-11T14:16:22.72,Gryphos7,cenarius PogChamp
4854,2018-05-11T14:16:23.36,Scott__D,@AmazHS A question .did you have come to southamerica???
4855,2018-05-11T14:16:23.6,prozacco,by FIRE be PURGED!
4856,2018-05-11T14:16:23.90,Edmarion,Kreygasm Kreygasm
4857,2018-05-11T14:16:24.17,Lobelis,@6-3 @GG
