,0,0,0
17453,2018-05-11T16:21:14.34,Al3jU,fk u
17454,2018-05-11T16:21:14.48,shary100,cmonBruh
17455,2018-05-11T16:21:14.,Valueacc,cmonBruh
17456,2018-05-11T16:21:15.08,mijnivla,silly TriHard
17457,2018-05-11T16:21:15.62,MsRubyy,D:
17458,2018-05-11T16:21:15.83,cchris_hs,cmonBruh
17459,2018-05-11T16:21:16.40,elprew,@AmazHS Hi
17460,2018-05-11T16:21:16.64,dont_underuse_monkas,D: Clap
17461,2018-05-11T16:21:16.72,VeelYo,WE MADE IT POGGERS FULL RED POGGERS
17462,2018-05-11T16:21:16.99,chocopainwastaken,cmonBruh chu mean
17463,2018-05-11T16:21:17.36,Yuri_Goddess,cmonBruh huh
17464,2018-05-11T16:21:17.84,Sasori_322,Sure Kappa
17465,2018-05-11T16:21:18.03,strongfort47,cmonBruh WE COO ?
17466,2018-05-11T16:21:18.08,Free_Juice,cmonBruh
17467,2018-05-11T16:21:18.40,RiotGamesRwanda,D:
17468,2018-05-11T16:21:18.6,adiabloplayer,TriHard
17469,2018-05-11T16:21:18.7,abulalalala,cmonBruh
17470,2018-05-11T16:21:19.14,kuronlin,TriHard Clap
17471,2018-05-11T16:21:19.37,rippepperoni,TriHard
17472,2018-05-11T16:21:19.5,Kar1on,cmonBruh
17473,2018-05-11T16:21:19.68,GALLICK,TriHard
17474,2018-05-11T16:21:19.73,vlctinhu,Clap
17475,2018-05-11T16:21:19.86,Illesil,missed picture FeelsGoodMan
17476,2018-05-11T16:21:19.95,チョマ,WutFace
17477,2018-05-11T16:21:19.9,Dragoniak4,TriHard Clap
17478,2018-05-11T16:21:20.69,itsVeru,LICK THEM TO PROVE IT 😡
17479,2018-05-11T16:21:22.34,Wong_S,Needga
17480,2018-05-11T16:21:22.34,tkwnw,what? cmonBruh
17481,2018-05-11T16:21:23.67,strongfort47,cmonBruh WHITE HANDS
17482,2018-05-11T16:21:23.92,notbadm,WutFace
17483,2018-05-11T16:21:24.07,HuhuPL,@N_I_G_G_E_R ?
17484,2018-05-11T16:21:24.61,pathetic_appl3,monkaS
17485,2018-05-11T16:21:24.62,selfether,GROSS
17486,2018-05-11T16:21:24.63,Naccarat,cmonBruh
17487,2018-05-11T16:21:24.99,MyGuyNoah,WutFace
17488,2018-05-11T16:21:25.60,Riandea,KappaPride
17489,2018-05-11T16:21:25.94,ctrl_wtf,im not cmonBruh
17490,2018-05-11T16:21:25.94,Bob69,@AmazHS SCROLL UP MORE
17491,2018-05-11T16:21:26.19,obsideeun,WutFace
17492,2018-05-11T16:21:26.2,SharkPride,cmonBruh
17493,2018-05-11T16:21:26.33,vincent_arab,TriHard Clap
17494,2018-05-11T16:21:26.82,sh0tekk,DansGame
17495,2018-05-11T16:21:26.89,exileuniverse,monkaS
17496,2018-05-11T16:21:27.47,quip27,cmonBruh
17497,2018-05-11T16:21:28.66,kuronlin,WutFace
17498,2018-05-11T16:21:28.71,JonronGoneWrong,WutFace
17499,2018-05-11T16:21:29.12,selfether,cmonBruh
17500,2018-05-11T16:21:29.31,superbueb,cumstain DansGame
17501,2018-05-11T16:21:30.29,muoneutrino,monkaS
17502,2018-05-11T16:21:30.35,notbadm,cmonBruh
17503,2018-05-11T16:21:30.41,Kel_Ebek,monkaS
17504,2018-05-11T16:21:30.57,Raime1995,WutFace
17505,2018-05-11T16:21:30.63,Digedag,CoolStoryBob
17506,2018-05-11T16:21:30.77,Riandea,WutFace
17507,2018-05-11T16:21:30.83,RamaXDL,Cancer monkaS
17508,2018-05-11T16:21:30.97,rippepperoni,cmonBruh
17509,2018-05-11T16:21:31.29,saulica20,@tyomadesu mod amazS
17510,2018-05-11T16:21:31.80,mysterious_09,WutFace
17511,2018-05-11T16:21:31.84,MatiBanks,wut
17512,2018-05-11T16:21:32.08,callmeonmycellphone,cmonBruh I saw it
17513,2018-05-11T16:21:32.12,vlctinhu,cmonBruh
17514,2018-05-11T16:21:32.22,WlSPA,cmonBruh wUT!?
17515,2018-05-11T16:21:32.33,davyblade,WutFace
17516,2018-05-11T16:21:32.36,doran5511,cmonBruh
17517,2018-05-11T16:21:32.36,strongfort47,cmonBruh MOOODS
17518,2018-05-11T16:21:32.5,チョマ,WutFace
17519,2018-05-11T16:21:33.62,GALLICK,Kappa
17520,2018-05-11T16:21:33.71,Sasori_322,monkaS
17521,2018-05-11T16:21:34.37,Bob69,@AmazHS SCROLL MORE UP IN DISCORD
17522,2018-05-11T16:21:34.46,Killall09,MonkaS
17523,2018-05-11T16:21:34.63,giallo_o,DansGame Satan
17524,2018-05-11T16:21:34.77,selfether,Cancer hand
17525,2018-05-11T16:21:34.83,Mithaux,MingLee
17526,2018-05-11T16:21:35.64,Setshi,Wakanda TriHard 7
17527,2018-05-11T16:21:35.64,Riandea,MingLee
17528,2018-05-11T16:21:35.65,Agera153,WutFace
17529,2018-05-11T16:21:36.05,rikitikitay,black chat cmonBruh
17530,2018-05-11T16:21:36.09,tkwnw,Cancer???? monkaS
17531,2018-05-11T16:21:36.3,チョマ,@saulica20 yeah monkaS
17532,2018-05-11T16:21:36.7,quip27,cmonBruh cmonBruh
17533,2018-05-11T16:21:36.91,Gnoomgus,Alien monkaS
17534,2018-05-11T16:21:36.96,Yuri_Goddess,WutFace
17535,2018-05-11T16:21:37.04,itwasmemom,DansGame DansGame DansGame
17536,2018-05-11T16:21:37.10,jelwid,monkaS
17537,2018-05-11T16:21:37.36,chodak00,cmonBruh
17538,2018-05-11T16:21:37.58,RainbowCrash1069,monkaS
17539,2018-05-11T16:21:37.69,obsideeun,monkaS He's dieing
17540,2018-05-11T16:21:38.08,mickwok,cmonBRUH
17541,2018-05-11T16:21:38.10,MrIsildur,monkaS
17542,2018-05-11T16:21:38.14,Tryhardstan,WutFace
17543,2018-05-11T16:21:38.27,Kar1on,HYPERBRUH
17544,2018-05-11T16:21:38.44,I_Prax_I,Cancer DansGame
17545,2018-05-11T16:21:38.53,platypuz,WutFace
17546,2018-05-11T16:21:38.91,owatanukiiii,WutFace
17547,2018-05-11T16:21:39.04,Riandea,monkaS
17548,2018-05-11T16:21:39.08,MyGuyNoah,MingLee ?
17549,2018-05-11T16:21:39.29,CAKERINO,simian crease monkaS
17550,2018-05-11T16:21:39.76,strongfort47,cmonBruh MOODS BAN HIM
17551,2018-05-11T16:21:39.9,exileuniverse,BrokeBack ???
17552,2018-05-11T16:21:40.34,Edward_00,monkaS
17553,2018-05-11T16:21:40.42,Bob69,@AmazHS SCROLL MORE UP IN DISCORD!
17554,2018-05-11T16:21:40.54,kvoxi,CANCER
17555,2018-05-11T16:21:40.59,T3chno_D,MingLee
17556,2018-05-11T16:21:41.06,muoneutrino,broken palm WutFace
17557,2018-05-11T16:21:41.25,Bazzibit,WutFace
17558,2018-05-11T16:21:41.3,Kanyenke,FAP HANDS monkaS
17559,2018-05-11T16:21:41.62,Firnaf,robot hand MrDestructoid
17560,2018-05-11T16:21:42.09,Diweex,LUL
17561,2018-05-11T16:21:42.20,SebiMk,wooooah :O
17562,2018-05-11T16:21:42.20,pathetic_appl3,monkaStare
17563,2018-05-11T16:21:42.22,selfether,So wierd
17564,2018-05-11T16:21:42.39,Christian_HS,@AmazHS POGGERS
17565,2018-05-11T16:21:42.47,Killall09,monkaS
17566,2018-05-11T16:21:42.57,Nacrolai,@AmazHS It means you have cancer
17567,2018-05-11T16:21:42.83,NerdIRage,i have that POGGERS
17568,2018-05-11T16:21:43.12,Sasori_322,You are dead monkaS
17569,2018-05-11T16:21:43.33,Mellqart,monkaS
17570,2018-05-11T16:21:43.41,adiabloplayer,TriHard 7 TriHard Clap
17571,2018-05-11T16:21:43.49,Porginus,DONT SHOW HAND MARKS they can steal identity from it monkaS
17572,2018-05-11T16:21:43.53,FireBrawlx,WutFace.. Cancer
17573,2018-05-11T16:21:43.85,Bob69,@AmazHS SCROLL MORE UP IN DISCORD!!
17574,2018-05-11T16:21:43.90,Planesrift,monkaS
17575,2018-05-11T16:21:43.93,skylex_tv,monkaS
17576,2018-05-11T16:21:43.97,Dolphtw,斷掌= =?
17577,2018-05-11T16:21:44.37,jjeffrey1027,斷掌
17578,2018-05-11T16:21:44.79,kevandaweeb,@チョマ MingLee
17579,2018-05-11T16:21:45.10,ChazzDex,CANCER monkaS
17580,2018-05-11T16:21:45.13,dont_underuse_monkas,mine does it too monkaS
17581,2018-05-11T16:21:45.16,Yuri_Goddess,ALIEN WutFace
17582,2018-05-11T16:21:45.71,vincent_arab,silly TriHard
17583,2018-05-11T16:21:46.38,Vodski,broken palm gachiGASM
17584,2018-05-11T16:21:46.55,Bob69,@AmazHS SCROLL MORE UP IN DISCORD!!!
17585,2018-05-11T16:21:47.06,vlctinhu,MingLee Clap
17586,2018-05-11T16:21:47.15,7ukingmad,WTF
17587,2018-05-11T16:21:47.17,rozz2222,WutFace
17588,2018-05-11T16:21:47.49,selfether,monkaS
17589,2018-05-11T16:21:47.53,RandomRay,MingLee
17590,2018-05-11T16:21:47.54,Papinuti,Cancer
17591,2018-05-11T16:21:47.81,Nacrot,@AmazHS that means you will die by the age of 30 monkaS
17592,2018-05-11T16:21:48.23,Free_Juice,TURMFJAERM
17593,2018-05-11T16:21:48.45,Stronk_Blitz_Player,cmonBruh
17594,2018-05-11T16:21:48.57,extrem_gameur,girl hands
17595,2018-05-11T16:21:49.11,チョマ,@kevandaweeb LuL
17596,2018-05-11T16:21:49.96,el_malak,the fck is wrong with ur hand lmao
17597,2018-05-11T16:21:50.74,selfether,WTF
17598,2018-05-11T16:21:51.3,FluffyButts69,WWTF monkaS
17599,2018-05-11T16:21:52.21,Bob69,@AmazHS SCROLL MORE UP IN DISCORD!!!!
17600,2018-05-11T16:21:52.74,Gruumzh,monkaS
17601,2018-05-11T16:21:53.08,少女不十分,LUL
17602,2018-05-11T16:21:53.65,Dragoniak4,WutFace
17603,2018-05-11T16:21:53.84,SebiMk,"It's same with my palm, not that rare LUL"
17604,2018-05-11T16:21:54.69,exileuniverse,Kappa
17605,2018-05-11T16:21:55.29,傑若米,LUL
17606,2018-05-11T16:21:55.29,TheAdamBaum,@AmazHS FINGERPRINTS LEAKED
17607,2018-05-11T16:21:55.35,obsideeun,Kappa
17608,2018-05-11T16:21:55.54,WotorJL,monkaS
17609,2018-05-11T16:21:55.5,Sold_My_Dog_For_RP,???
17610,2018-05-11T16:21:56.31,Bob69,@AmazHS SCROLL MORE UP IN DISCORD!!!
17611,2018-05-11T16:21:56.72,ReynTime_Baby,LUL sure
17612,2018-05-11T16:21:56.75,quip27,Kappa
17613,2018-05-11T16:21:56.98,lvl69blackmage,danY
17614,2018-05-11T16:21:57.00,Czarrny,OMEGALUL
17615,2018-05-11T16:21:57.06,Naccarat,WTF monkAs
17616,2018-05-11T16:21:57.22,muoneutrino,Kappa
17617,2018-05-11T16:21:57.50,kuronlin,斷掌 monkaS
17618,2018-05-11T16:21:57.73,Yuri_Goddess,OMEGALUL
17619,2018-05-11T16:21:57.75,チョマ,THEY LIE OMEGALUL
17620,2018-05-11T16:21:57.78,Riandea,Kappa
17621,2018-05-11T16:21:57.90,reOKKKKK,in chinese means that u are about to die
17622,2018-05-11T16:21:58.05,Nelopp,F$KE LUL
17623,2018-05-11T16:21:58.38,mijnivla,Kappa
17624,2018-05-11T16:21:58.56,DEM_OLI_SHER,Kappa
17625,2018-05-11T16:21:58.74,chocopainwastaken,LUL
17626,2018-05-11T16:21:58.91,jelwid,Peka1
17627,2018-05-11T16:21:59.10,Eriak1337,who else has this ? Kappa /
17628,2018-05-11T16:21:59.28,EleGiggleSavedMyLife,Kappa
17629,2018-05-11T16:21:59.31,Tryhardstan,Kappa
17630,2018-05-11T16:21:59.42,skylex_tv,LUL Kappa
17631,2018-05-11T16:21:59.43,Gruumzh,twerkSup
17632,2018-05-11T16:21:59.44,valts_,get new hand freak
17633,2018-05-11T16:21:59.57,Sasori_322,Kappa
17634,2018-05-11T16:21:59.57,NerdIRage,its true POGGERS
17635,2018-05-11T16:21:59.88,kil4,rope
17636,2018-05-11T16:21:59.91,Cheezywee,Kappa
17637,2018-05-11T16:22:00.16,itsVeru,Kappa
17638,2018-05-11T16:22:00.24,GALLICK,MiniK
17639,2018-05-11T16:22:00.27,nicolina13,Kappa
17640,2018-05-11T16:22:00.35,Killall09,Kappa
17641,2018-05-11T16:22:00.41,Audible150000,LUL
17642,2018-05-11T16:22:00.71,Schrodinger_Cat__,Kappa
17643,2018-05-11T16:22:00.81,Bob69,@AmazHS SCROLL MORE UP IN DISCORD!
17644,2018-05-11T16:22:00.88,Dragoniak4,Kappa
17645,2018-05-11T16:22:01.34,asd0128,nice joke
17646,2018-05-11T16:22:01.44,knqql,Kappa
17647,2018-05-11T16:22:01.45,quip27,Kappa Keepo
17648,2018-05-11T16:22:01.47,jcksuku,@AmazHS YOUR FACE IS BROKEN Kappa
17649,2018-05-11T16:22:01.48,CAKERINO,@AmazHS that's called simian crease monkaS
17650,2018-05-11T16:22:01.50,ChazzDex,WTF WutFace
17651,2018-05-11T16:22:01.61,Kel_Ebek,Kappa sure
17652,2018-05-11T16:22:01.82,rozz2222,Kappa
17653,2018-05-11T16:22:01.8,glowingeddy,they lied
17654,2018-05-11T16:22:02.32,HiFawazz,@AmazHS it occurs for those who have 21 trisome
17655,2018-05-11T16:22:02.32,TheToyHammer,Kappa
17656,2018-05-11T16:22:02.51,FireBrawlx,Ebola WutFace
17657,2018-05-11T16:22:03.02,giallo_o,monkaS
17658,2018-05-11T16:22:03.0,Darkenlight_,Kappa
17659,2018-05-11T16:22:04.03,shepelenko,lies!!! SwiftRage
17660,2018-05-11T16:22:04.4,rikitikitay,Kappa
17661,2018-05-11T16:22:04.81,scar_scw,斷腸
17662,2018-05-11T16:22:05.30,Chappstick,I knew that already Kappa
17663,2018-05-11T16:22:05.60,KaguZ,MingLee lore 4Head
17664,2018-05-11T16:22:05.73,danyelt10,FAKE NEWS
17665,2018-05-11T16:22:05.80,Naccarat,w-weird hands monkaS
17666,2018-05-11T16:22:05.9,Doodle_l ,DarkMode
17667,2018-05-11T16:22:05.91,MrIsildur,Kappa
17668,2018-05-11T16:22:06.54,Tryhardstan,MiniK Clap
17669,2018-05-11T16:22:06.62,doran5511,KappaClaus
17670,2018-05-11T16:22:06.86,mrinvisable2,BS
17671,2018-05-11T16:22:06.98,nooblike97,are always going 0-3 LUL
17672,2018-05-11T16:22:07.16,Jackietan98,Kappa
17673,2018-05-11T16:22:07.62,SebiMk,Kappa
17674,2018-05-11T16:22:07.72,Gruumzh,twerkSure tell us more amaz
17675,2018-05-11T16:22:07.73,Yvan_,Lappa
17676,2018-05-11T16:22:07.74,Lanius_Excubitor,it's a Down Syndrome sign - it's called monkey palm or sth like that
17677,2018-05-11T16:22:08.08,tbasist,BigPhish MercyWing1 BlessRNG MercyWing2 BigPhish MingLee FutureMan
17678,2018-05-11T16:22:08.13,phoenixkastl,who the fuck said that LUUL
17679,2018-05-11T16:22:08.21,airtrack2010,Kappa
17680,2018-05-11T16:22:08.2,Dud_Moore,Kappa
17681,2018-05-11T16:22:08.5,dunastk,who has quest for 80g whispe me
17682,2018-05-11T16:22:08.69,exileuniverse,POGGERS
17683,2018-05-11T16:22:08.8,チョマ,DansGame
17684,2018-05-11T16:22:08.91,thanhpham843,GOWKratos GOWKratos
17685,2018-05-11T16:22:09.08,Schrodinger_Cat__,Kappa Clap
17686,2018-05-11T16:22:09.33,MatiBanks,5-3
17687,2018-05-11T16:22:09.37,witty_pup,✵AMAZ✵
17688,2018-05-11T16:22:09.41,RainbowCrash1069,POGGERS
17689,2018-05-11T16:22:09.65,andyzhangyi,they lied
17690,2018-05-11T16:22:09.80,Radisome,that means you wack off too much
17691,2018-05-11T16:22:09.8,失调,:DDD
17692,2018-05-11T16:22:09.86,Naccarat,Kappa
17693,2018-05-11T16:22:09.94,mijnivla,DansGame
17694,2018-05-11T16:22:09.94,Bob69,@AmazHS SCROLL MORE UP IN DISCORD!!
17695,2018-05-11T16:22:10.10,Pachiefico,Iaties
17696,2018-05-11T16:22:10.37,jolical,Ancient lore PogChamp
17697,2018-05-11T16:22:10.99,QUOTE_IF_SOMEONE_QUOTE_ME,Kreygasm
17698,2018-05-11T16:22:11.7,Alonens,Fake News MonkaS
17699,2018-05-11T16:22:11.78,kvoxi,porn specialist Kappa
17700,2018-05-11T16:22:11.78,nighthawk745,D:
17701,2018-05-11T16:22:11.86,Maxe2968,PogChamp
17702,2018-05-11T16:22:12.56,muoneutrino,DansGame
17703,2018-05-11T16:22:12.92,obsideeun,@AmazHS There are always exceptions SeemsGood
17704,2018-05-11T16:22:13.09,aldinian,It's a debunked myth @AmazHS
17705,2018-05-11T16:22:13.40,Illesil,DansGame
17706,2018-05-11T16:22:13.50,NerdIRage,DansGame
17707,2018-05-11T16:22:13.68,dekkar37,DansGame
17708,2018-05-11T16:22:13.88,Chappstick,DansGame
17709,2018-05-11T16:22:13.90,Antballen,DansGame
17710,2018-05-11T16:22:14.02,Renixion,DansGame
17711,2018-05-11T16:22:14.30,KaguZ,Kreygasm
17712,2018-05-11T16:22:14.36,wiechoczek,wasn't it RETIRE specialists though? @AmazHS
17713,2018-05-11T16:22:14.39,WlSPA,DansGame
17714,2018-05-11T16:22:14.51,RamaXDL,sodaPUKE sodaPUKE sodaPUKE sodaPUKE sodaPUKE
17715,2018-05-11T16:22:14.57,Nelopp,DansGame WTF
17716,2018-05-11T16:22:15.08,Tenaciousdealer,yum
17717,2018-05-11T16:22:15.14,ChazzDex,DansGame
17718,2018-05-11T16:22:15.23,Liquifiedx,PogChamp
17719,2018-05-11T16:22:15.45,paololaff,DansGame
17720,2018-05-11T16:22:15.86,Digedag,(puke) (puke)
17721,2018-05-11T16:22:16.16,davyblade,DansGame
17722,2018-05-11T16:22:16.31,Soapxslasher,DansGame DansGame DansGame DansGame DansGame DansGame DansGame DansGame DansGame DansGame DansGame DansGame DansGame DansGame DansGame DansGame
17723,2018-05-11T16:22:16.32,Christian_HS,PogChamp
17724,2018-05-11T16:22:16.44,Gnoomgus,DansGame
17725,2018-05-11T16:22:16.46,Raime1995,DansGame
17726,2018-05-11T16:22:16.67,EMP_Noels_Parole_Officer,(puke)
17727,2018-05-11T16:22:16.76,saulica20,KappaHD
17728,2018-05-11T16:22:16.86,Dragoniak4,DansGame
17729,2018-05-11T16:22:16.87,skywardbr,DansGame DansGame DansGame
17730,2018-05-11T16:22:17.01,Neonldas,gachiGASM
17731,2018-05-11T16:22:17.1,FireBrawlx,Disgusting
17732,2018-05-11T16:22:17.20,itsVeru,(puke) (puke) (puke) (puke)
17733,2018-05-11T16:22:17.26,zaynhussein911,LUL
17734,2018-05-11T16:22:17.35,Yuri_Goddess,DansGame
17735,2018-05-11T16:22:17.36,Kingslugger716,DansGame DansGame DansGame
17736,2018-05-11T16:22:17.54,Firnaf,Kreygasm
17737,2018-05-11T16:22:18.11,Dolphtw,WTF DansGame
17738,2018-05-11T16:22:18.26,Shikafrecko,WTF IS WRONG WITH YOU DansGame
17739,2018-05-11T16:22:18.34,Planesrift,DansGame it stinks
17740,2018-05-11T16:22:18.35,adonsu,DansGame
17741,2018-05-11T16:22:18.45,EleGiggleSavedMyLife,DansGame
17742,2018-05-11T16:22:18.6,Kel_Ebek,(puke)
17743,2018-05-11T16:22:18.80,frytrixdns,DansGame
17744,2018-05-11T16:22:18.95,Wong_S,Pogger
17745,2018-05-11T16:22:18.98,Schrodinger_Cat__,DansGame Clap
17746,2018-05-11T16:22:19.28,mysterious_09,EWWW
17747,2018-05-11T16:22:19.34,ChazzDex,DISGUSTIN DansGame
17748,2018-05-11T16:22:19.64,Aloxerr,DansGame
17749,2018-05-11T16:22:19.82,Kingslugger716,DansGame DansGame DansGame DansGame DansGame DansGame DansGame DansGame DansGame
17750,2018-05-11T16:22:20.21,phoenixkastl,DansGame
17751,2018-05-11T16:22:20.22,nooblike97,disgusting DansGame
17752,2018-05-11T16:22:20.41,Jackietan98,POGGERS
17753,2018-05-11T16:22:20.72,Yuri_Goddess,(puke)
17754,2018-05-11T16:22:21.00,Bryantheart,DansGame
17755,2018-05-11T16:22:21.1,adonsu,DansGame DansGame
17756,2018-05-11T16:22:21.19,YuuuSama,toastyPOGGERS toastyPOGGERS toastyPOGGERS toastyPOGGERS toastyPOGGERS toastyPOGGERS
17757,2018-05-11T16:22:21.25,vlctinhu,(puke)
17758,2018-05-11T16:22:21.30,Sold_My_Dog_For_RP,Kreygasm
17759,2018-05-11T16:22:21.63,cchris_hs,DansGame
17760,2018-05-11T16:22:21.72,selfether,DansGame
17761,2018-05-11T16:22:22.08,GALLICK,T H I C C
17762,2018-05-11T16:22:22.10,Gidded,DansGame
17763,2018-05-11T16:22:22.10,OffBeatOddity,DansGame NO
17764,2018-05-11T16:22:22.19,Neonldas,LOOKS TASTY gachiGASM
17765,2018-05-11T16:22:22.70,Jackietan98,amazGasm
17766,2018-05-11T16:22:22.8,platypuz,Kreygasm
17767,2018-05-11T16:22:23.39,p3ngwinn,Kreygasm
17768,2018-05-11T16:22:23.63,SteStiffy,DansGame
17769,2018-05-11T16:22:24.01,obsideeun,DansGame EWWW
17770,2018-05-11T16:22:24.21,00RandomPleb991,Kreygasm Kreygasm Kreygasm
17771,2018-05-11T16:22:24.39,owatanukiiii,FailFish
17772,2018-05-11T16:22:24.69,Killall09,(puke)
17773,2018-05-11T16:22:25.35,Jador61,jejeVictoria
17774,2018-05-11T16:22:25.64,tricka_licka,THICC
17775,2018-05-11T16:22:25.66,Naccarat,DansGame
17776,2018-05-11T16:22:25.77,phoenixkastl,DansGame disgust
17777,2018-05-11T16:22:25.98,Gruumzh,thiccccccc
17778,2018-05-11T16:22:26.10,adonsu,DansGame DansGame DansGame wtf
17779,2018-05-11T16:22:26.27,Pachiefico,DansGame EAT IT
17780,2018-05-11T16:22:28.47,Free_Juice,T H I C C
17781,2018-05-11T16:22:28.69,vlctinhu,sodaPUKE sodaPUKE
17782,2018-05-11T16:22:29.12,trash203,PogChamp
17783,2018-05-11T16:22:29.15,ChazzDex,DISGUSTING DansGame
17784,2018-05-11T16:22:29.52,kuronlin,DansGame
17785,2018-05-11T16:22:30.19,turin561,papa jones
17786,2018-05-11T16:22:32.8,Kha_v_Sara,!time
17787,2018-05-11T16:22:33.4,shiva_style,GOWKratos NO
17788,2018-05-11T16:22:33.81,Agera153,DansGame THIN CRUST??????
17789,2018-05-11T16:22:34.24,EMP_Noels_Parole_Officer,@AmazHS THIN CRUST IS LOW TIER
17790,2018-05-11T16:22:34.42,Planesrift,(puke) pineapple (puke)
17791,2018-05-11T16:22:35.0,exileuniverse,DansGame
17792,2018-05-11T16:22:35.19,MatiBanks,T H I C C
17793,2018-05-11T16:22:36.40,gyuszi86,blzEpe
17794,2018-05-11T16:22:36.85,bros_in_armsxd,People hate my favourite kind of pizza ;-;
17795,2018-05-11T16:22:37.27,Bazzibit,Kreygasm
17796,2018-05-11T16:22:37.32,Tempuren,yummy <3
17797,2018-05-11T16:22:38.36,obsideeun,DansGame PINEAPPLE EWW
17798,2018-05-11T16:22:38.39,QUOTE_IF_SOMEONE_QUOTE_ME,DansGame EXPLAIN
17799,2018-05-11T16:22:38.43,Riandea,DansGame
17800,2018-05-11T16:22:38.57,dimmuni,Kreygasm
17801,2018-05-11T16:22:41.09,Yuri_Goddess,DansGame (puke)
17802,2018-05-11T16:22:41.12,FaSt3rMaSt3r,@AmazHS Do you eat dogs?
17803,2018-05-11T16:22:41.76,Benterb,Squid1 Squid2 Squid3 Squid4
17804,2018-05-11T16:22:42.83,TheAdamBaum,DansGame Clap
17805,2018-05-11T16:22:43.10,Lord_Zephir,Dan is love.
17806,2018-05-11T16:22:43.9,FireBrawlx,DansGame
17807,2018-05-11T16:22:44.22,Soapxslasher,GO KYS DansGame
17808,2018-05-11T16:22:44.35,smileface999,"@amazhs as you are a food specialist too, can you explain red bean ice cream to us?"
17809,2018-05-11T16:22:44.81,singo00,PINEAPPLE ON PIZZA is Desgustin
17810,2018-05-11T16:22:45.6,ChazzDex,SWEET PIZZA DansGame
17811,2018-05-11T16:22:46.44,Razor_ftw99,DansGame
17812,2018-05-11T16:22:47.14,davyblade,DansGame DansGame
17813,2018-05-11T16:22:48.74,phoenixkastl,pineapple DansGame
17814,2018-05-11T16:22:49.23,チョマ,gachiGASM
17815,2018-05-11T16:22:49.63,itsVeru,GOWKratos BOY
17816,2018-05-11T16:22:49.7,少女不十分,WutFace
17817,2018-05-11T16:22:50.03,Sasori_322,DansGame
17818,2018-05-11T16:22:50.27,dunastk,who has quest for 80g whispe me
17819,2018-05-11T16:22:50.7,owatanukiiii,DansGame PINE
17820,2018-05-11T16:22:52.0,MarnixDB,That is amazing
17821,2018-05-11T16:22:52.53,Raime1995,WutFace
17822,2018-05-11T16:22:52.55,BIG_ZENG,monkaS
17823,2018-05-11T16:22:52.70,Kel_Ebek,amazGasm
17824,2018-05-11T16:22:52.85,Der_Kage,danSgame
17825,2018-05-11T16:22:53.95,NaturalSelec,WTF
17826,2018-05-11T16:22:55.13,Tenaciousdealer,MONKERS
17827,2018-05-11T16:22:55.35,Illesil,haHAA
17828,2018-05-11T16:22:56.1,vinlay,I like pineapple :)
17829,2018-05-11T16:22:56.33,Sold_My_Dog_For_RP,Kreygasm Pineapple Kreygasm
17830,2018-05-11T16:22:56.73,MrIsildur,gachiGASM
17831,2018-05-11T16:22:57.15,SebiMk,cmonBruh
17832,2018-05-11T16:22:57.17,Naccarat,DansGame STOP DANSGAMING DansGame
17833,2018-05-11T16:22:57.33,mikechanho,GOWKratos GOWKratos GOWKratos
17834,2018-05-11T16:22:57.45,natreus,hey at least its not 0-3!
17835,2018-05-11T16:22:57.51,vlctinhu,(puke)
17836,2018-05-11T16:22:57.51,OoJeeze,@Soapxslasher yo chill
17837,2018-05-11T16:22:59.49,imonaboat11,to all the idiots in chat? have you actually tried it? the cheese is salty and the pineapple is sweet the combination is simply heaven
17838,2018-05-11T16:23:00.40,Aklaio,DansGame wtf amaz
17839,2018-05-11T16:23:02.98,chuntttttt,what's a noblegarden @amazhs
17840,2018-05-11T16:23:04.62,Soapxslasher,@OoJeeze No DansGame
17841,2018-05-11T16:23:05.62,Peleiso,@チョマ hey tyo VoHiYo
17842,2018-05-11T16:23:05.6,mikechanho,MercyWing1 PinkMercy MercyWing2
17843,2018-05-11T16:23:06.05,Albertnuk,@AmazHS do u think hands is one of the most beautiful thing we have? <3
17844,2018-05-11T16:23:06.91,Dud_Moore,cmonBRUH
17845,2018-05-11T16:23:08.40,selfether,DansGame
17846,2018-05-11T16:23:08.92,Yuri_Goddess,CoolStoryBob
17847,2018-05-11T16:23:10.15,mijnivla,TRUE LUL
17848,2018-05-11T16:23:11.10,obsideeun,🤔
17849,2018-05-11T16:23:11.18,EMP_Noels_Parole_Officer,(puke)
17850,2018-05-11T16:23:11.89,MyGuyNoah,D:
17851,2018-05-11T16:23:12.33,tbasist,LUL
17852,2018-05-11T16:23:13.04,チョマ,@Peleiso Hello amaz3
17853,2018-05-11T16:23:13.17,BlGDIG,fruit KappaPride
17854,2018-05-11T16:23:13.83,thanhpham843,DansGame DansGame
17855,2018-05-11T16:23:13.94,Riandea,D:
17856,2018-05-11T16:23:14.22,muoneutrino,T H I C C crust
17857,2018-05-11T16:23:15.77,Gloubzy,l
17858,2018-05-11T16:23:16.06,FreeDoomd,D:
17859,2018-05-11T16:23:16.08,QUOTE_IF_SOMEONE_QUOTE_ME,🍌 🍞
17860,2018-05-11T16:23:16.37,Sasori_322,That is even a pizza? DansGame
17861,2018-05-11T16:23:16.73,FireBrawlx,NA logic
17862,2018-05-11T16:23:17.64,Dragoniak4,?????
17863,2018-05-11T16:23:18.23,ninjasun,THICC crush have cheese in it you dumb
